Calgary,Nov 2 2019,@ Columbus,REG,W, 3-0 , -135,U,6
Calgary,Nov 3 2019,@ Washington,REG,L, 4-2 , +150,U,6.5
Calgary,Nov 5 2019,vs Arizona,REG,W, 4-3 , -165,O,5.5
Calgary,Nov 7 2019,vs New Jersey,REG,W, 5-2 , -155,O,6.5
Calgary,Nov 9 2019,vs St. Louis,REG,L, 3-2 , -155,U,5.5
Calgary,Nov 13 2019,vs Dallas,REG,L, 3-1 , -140,U,5.5
Calgary,Nov 16 2019,@ Arizona,REG,L, 3-0 , -105,U,5.5
Calgary,Nov 17 2019,@ Vegas,REG,L, 6-0 , +140,P,6
Calgary,Nov 19 2019,vs Colorado,REG,L, 3-2 , -125,U,6
Calgary,Nov 21 2019,@ St. Louis,REG,L, 5-0 , +120,U,5.5
Calgary,Nov 23 2019,@ Philadelphia,REG,W, 3-2 , +105,U,6
Calgary,Nov 25 2019,@ Pittsburgh,REG,L, 3-2 , +130,U,6
Calgary,Nov 27 2019,@ Buffalo,REG,W, 3-2 , -125,U,5.5
Calgary,Nov 30 2019,vs Ottawa,REG,W, 3-1 , -245,U,6
Calgary,Dec 5 2019,vs Buffalo,REG,W, 4-3 , -160,O,5.5
Calgary,Dec 7 2019,vs Los Angeles,REG,W, 4-3 , -210,O,5.5
Calgary,Dec 9 2019,@ Colorado,REG,W, 5-4 , +120,O,6
Calgary,Dec 10 2019,@ Arizona,REG,W, 5-2 , +115,O,5.5
Calgary,Dec 12 2019,vs Toronto,REG,W, 4-2 , +105,P,6
Calgary,Dec 14 2019,vs Carolina,REG,L, 4-0 , +100,U,5.5
Calgary,Dec 17 2019,vs Pittsburgh,REG,L, 4-1 , -115,U,6
Calgary,Dec 19 2019,vs Montreal,REG,L, 4-3 , -135,O,5.5
Calgary,Dec 22 2019,@ Dallas,REG,W, 5-1 , +125,O,5.5
Calgary,Dec 23 2019,@ Minnesota,REG,L, 3-0 , +110,U,5.5
Calgary,Dec 27 2019,@ Edmonton,REG,W, 5-1 , -115,P,6
Calgary,Dec 29 2019,vs Vancouver,REG,L, 5-2 , -200,O,6
Calgary,Dec 31 2019,vs Chicago,REG,L, 5-3 , -180,O,6
Calgary,Jan 2 2020,vs NY Rangers,REG,W, 4-3 , -165,O,6.5
Calgary,Jan 5 2020,@ Minnesota,REG,W, 5-4 , -115,O,6
Calgary,Jan 7 2020,@ Chicago,REG,W, 2-1 , -135,U,6.5
Calgary,Jan 9 2020,vs Minnesota,REG,W, 2-1 , -150,U,6
Calgary,Jan 11 2020,vs Edmonton,REG,W, 4-3 , -145,O,6
Calgary,Jan 13 2020,@ Montreal,REG,L, 2-0 , -110,U,6
Calgary,Jan 16 2020,@ Toronto,REG,W, 2-1 , +125,U,6.5
Calgary,Jan 18 2020,@ Ottawa,REG,L, 5-2 , -165,O,6
Calgary,Jan 28 2020,vs St. Louis,REG,L, 5-4 , -120,O,5.5
Calgary,Jan 29 2020,@ Edmonton,REG,W, 4-3 , +100,O,6
Calgary,Feb 1 2020,vs Edmonton,REG,L, 8-3 , -165,O,6.5
Calgary,Feb 4 2020,vs San Jose,REG,L, 3-1 , -180,U,6
Calgary,Feb 6 2020,vs Nashville,REG,L, 3-2 , -110,U,6
Calgary,Feb 8 2020,@ Vancouver,REG,W, 6-2 , +115,O,6
Calgary,Feb 10 2020,@ San Jose,REG,W, 6-2 , -120,O,6
Calgary,Feb 12 2020,@ Los Angeles,REG,L, 5-3 , -130,O,5.5
Calgary,Feb 13 2020,@ Anaheim,REG,W, 6-0 , -110,O,5.5
